first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value,Age,customer_id,Age Group
Thorn,Stigers,,42,1972-05-19,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,19,6218 Delladonna Parkway,4115,QLD,Australia,8,466,0.89,51,Thorn_Stigers,60
Lela,Billing,,38,1970-12-17,Programmer Analyst III,,Mass Customer,N,Yes,18,095 Glacier Hill Circle,2571,NSW,Australia,7,468,0.8898437499999999,53,Lela_Billing,60
Norah,Mapis,,75,2000-12-09,Assistant Manager,Argiculture,Mass Customer,N,No,10,057 Victoria Crossing,2263,NSW,Australia,9,468,0.8898437499999999,23,Norah_Mapis,30
Moina,Rosenbaum,,50,2001-08-04,Graphic Designer,IT,Mass Customer,N,No,14,0 Memorial Road,3109,VIC,Australia,10,468,0.8898437499999999,22,Moina_Rosenbaum,30
Ceciley,Harg,,50,1990-10-19,Nurse Practicioner,Retail,Mass Customer,N,Yes,4,409 Starling Lane,4172,QLD,Australia,7,471,0.8875,33,Ceciley_Harg,40
Torry,de la Valette Parisot,,95,1967-03-14,VP Marketing,Telecommunications,Mass Customer,N,Yes,18,36963 Pierstorff Terrace,3168,VIC,Australia,9,471,0.8875,56,Torry_de la Valette Parisot,60
Sigismund,Sedger,,9,1999-11-29,Accountant II,Manufacturing,Affluent Customer,N,No,7,8069 Sunbrook Way,2155,NSW,Australia,10,473,0.884,24,Sigismund_Sedger,30
Irvine,Headon,,99,1956-04-21,Geologist III,IT,Affluent Customer,N,Yes,20,9 Hovde Way,2322,NSW,Australia,5,473,0.884,67,Irvine_Headon,70
Laurie,None,,31,1979-07-28,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,15,94 Barby Lane,2210,NSW,Australia,10,475,0.8818749999999999,44,Laurie_None,50
Tomkin,Bernlin,,7,2001-12-29,Food Chemist,Health,Affluent Customer,N,Yes,9,0492 Kings Street,2480,NSW,Australia,3,475,0.8818749999999999,22,Tomkin_Bernlin,30
Genni,Fanstone,,25,1972-07-29,Administrative Assistant II,Entertainment,Mass Customer,N,No,16,1 Fair Oaks Alley,3149,VIC,Australia,10,475,0.8818749999999999,51,Genni_Fanstone,60
Blondie,None,,43,1995-10-03,Actuary,Financial Services,High Net Worth,N,No,11,780 Norway Maple Hill,2565,NSW,Australia,8,478,0.88,28,Blondie_None,30
Aloysius,Killingsworth,,89,1957-02-14,VP Quality Control,,Mass Customer,N,No,12,625 Mandrake Junction,2145,NSW,Australia,9,478,0.88,67,Aloysius_Killingsworth,70
Carola,Philler,,73,1951-04-30,Dental Hygienist,Health,High Net Worth,N,No,15,1037 Roth Park,2145,NSW,Australia,7,478,0.88,72,Carola_Philler,80
Fitzgerald,Hellikes,,25,1979-07-28,Media Manager IV,Health,Mass Customer,N,Yes,10,315 Center Park,3040,VIC,Australia,7,478,0.88,44,Fitzgerald_Hellikes,50
Ingmar,Okenden,,97,1959-03-01,Compensation Analyst,Financial Services,Mass Customer,N,Yes,8,1 Graceland Plaza,3216,VIC,Australia,2,478,0.88,64,Ingmar_Okenden,70
Tina,Dunstan,,13,1939-03-06,Account Representative IV,Retail,Affluent Customer,N,No,13,98555 Victoria Hill,2171,NSW,Australia,7,483,0.8765625,84,Tina_Dunstan,90
Huberto,Mollatt,,82,1961-08-27,Programmer IV,,Mass Customer,N,Yes,14,31121 Pierstorff Center,2770,NSW,Australia,7,483,0.8765625,62,Huberto_Mollatt,70
Georgi,None,,29,1970-01-14,Assistant Manager,Manufacturing,High Net Worth,N,No,11,59 Garrison Terrace,3215,VIC,Australia,4,485,0.8755,54,Georgi_None,60
Adolpho,Bellerby,,46,1944-10-25,VP Sales,Financial Services,High Net Worth,N,Yes,13,2763 Buhler Circle,4305,QLD,Australia,4,486,0.875,79,Adolpho_Bellerby,80
Kelsey,Hatt,,69,1966-06-27,Senior Sales Associate,Financial Services,High Net Worth,N,No,8,309 Maple Wood Pass,3930,VIC,Australia,6,486,0.875,57,Kelsey_Hatt,60
Lucien,None,,83,1966-09-14,,Financial Services,High Net Worth,N,Yes,19,777 Fairfield Court,4305,QLD,Australia,3,486,0.875,57,Lucien_None,60
Ariel,McCloid,,4,1994-03-13,Human Resources Manager,,High Net Worth,N,Yes,6,99 Quincy Parkway,3630,VIC,Australia,1,486,0.875,29,Ariel_McCloid,30
Bevvy,Openshaw,,68,1975-06-15,Staff Scientist,,Affluent Customer,N,Yes,10,902 Westend Lane,2318,NSW,Australia,3,486,0.875,48,Bevvy_Openshaw,50
Alexina,Mabley,,72,1975-10-12,Web Designer IV,Manufacturing,Mass Customer,N,Yes,10,9 Rieder Junction,2573,NSW,Australia,9,486,0.875,48,Alexina_Mabley,50
Dawn,Pyffe,,56,1965-05-28,Media Manager III,Retail,Mass Customer,N,No,11,734 Veith Way,3155,VIC,Australia,8,492,0.8712499999999999,58,Dawn_Pyffe,60
Claudette,Renackowna,,55,1996-02-11,Administrative Officer,Manufacturing,Mass Customer,N,No,2,0800 Dahle Alley,2148,NSW,Australia,8,492,0.8712499999999999,27,Claudette_Renackowna,30
Elianora,Poolton,,15,1944-06-14,Programmer II,,Mass Customer,N,Yes,21,5 Macpherson Drive,3134,VIC,Australia,9,494,0.867,79,Elianora_Poolton,80
Park,None,,39,1977-11-08,Nurse Practicioner,IT,Affluent Customer,N,No,14,07 Boyd Drive,4350,QLD,Australia,7,495,0.86328125,46,Park_None,50
Anthony,Lindstrom,,86,1997-11-01,Geologist IV,Financial Services,Affluent Customer,N,Yes,10,427 Oak Avenue,2205,NSW,Australia,10,495,0.86328125,26,Anthony_Lindstrom,30
Liane,Poizer,,59,1952-05-05,Analyst Programmer,Property,High Net Worth,N,No,13,390 Express Plaza,2076,NSW,Australia,11,495,0.86328125,71,Liane_Poizer,80
Romonda,Hallt,,69,1960-05-09,Operator,,Affluent Customer,N,No,15,703 Ludington Plaza,2480,NSW,Australia,4,498,0.8606250000000001,63,Romonda_Hallt,70
Sula,Thomann,,56,1989-03-17,Assistant Manager,,Mass Customer,N,No,6,7 Dayton Circle,2160,NSW,Australia,9,498,0.8606250000000001,34,Sula_Thomann,40
Renell,Earley,,5,1954-10-21,Compensation Analyst,Financial Services,Mass Customer,N,Yes,11,79 Manufacturers Plaza,4171,QLD,Australia,5,500,0.86,69,Renell_Earley,70
Cliff,Philipsson,,82,1967-02-02,Structural Analysis Engineer,Argiculture,Mass Customer,N,No,16,600 Artisan Drive,3149,VIC,Australia,10,500,0.86,57,Cliff_Philipsson,60
Clevey,Aisthorpe,,27,1976-09-20,Software Consultant,,Mass Customer,N,Yes,8,0 Veith Way,2009,NSW,Australia,9,502,0.8584999999999999,47,Clevey_Aisthorpe,50
Cariotta,None,,10,1974-08-19,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,17,2336 Continental Point,2527,NSW,Australia,7,502,0.8584999999999999,49,Cariotta_None,50
George,Jose,,68,1960-12-19,Payment Adjustment Coordinator,Retail,High Net Worth,N,Yes,20,535 Corben Point,4680,QLD,Australia,4,504,0.8500000000000001,63,George_Jose,70
Kissiah,Foat,,30,1975-09-11,Graphic Designer,,Mass Customer,N,Yes,19,1690 Forster Place,2281,NSW,Australia,9,504,0.8500000000000001,48,Kissiah_Foat,50
Milty,Brauninger,,13,1945-07-10,Payment Adjustment Coordinator,,High Net Worth,N,No,11,54 6th Trail,2640,NSW,Australia,7,504,0.8500000000000001,78,Milty_Brauninger,80
Killian,Nettles,,44,1980-09-01,Marketing Assistant,,Affluent Customer,N,No,4,16 Pepper Wood Junction,3803,VIC,Australia,7,507,0.85,43,Killian_Nettles,50
Fredia,Favelle,,94,1974-08-29,Teacher,,Mass Customer,N,Yes,19,4 Arapahoe Terrace,4014,QLD,Australia,8,507,0.85,49,Fredia_Favelle,50
Katleen,Arnoult,,6,1976-11-24,VP Product Management,Manufacturing,Mass Customer,N,Yes,13,540 Farragut Avenue,2066,NSW,Australia,9,507,0.85,47,Katleen_Arnoult,50
Gaultiero,Fibbens,,41,1980-03-14,Help Desk Technician,,Affluent Customer,N,No,9,938 Bartillon Hill,2035,NSW,Australia,11,507,0.85,43,Gaultiero_Fibbens,50
Inglebert,Aspinal,,4,1973-10-13,Financial Analyst,Financial Services,Mass Customer,N,No,11,612 Annamark Center,2176,NSW,Australia,8,507,0.85,50,Inglebert_Aspinal,60
Jammal,Devenny,,57,1999-05-14,Marketing Manager,Retail,High Net Worth,N,No,12,18 Sage Plaza,3152,VIC,Australia,9,507,0.85,24,Jammal_Devenny,30
Adriane,Richardson,,81,1976-03-10,Data Coordiator,Manufacturing,High Net Worth,N,No,9,4 Randy Street,3070,VIC,Australia,8,513,0.8415,47,Adriane_Richardson,50
Jodi,Lermit,,94,1954-01-30,,Health,Mass Customer,N,Yes,10,05 Corry Center,4021,QLD,Australia,2,513,0.8415,70,Jodi_Lermit,80
Emelia,Ackwood,,72,1988-09-30,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,10,1 South Street,4183,QLD,Australia,9,515,0.839375,35,Emelia_Ackwood,40
Andee,Huke,,91,1971-06-28,,Manufacturing,Mass Customer,N,No,9,4810 Kim Park,3858,VIC,Australia,2,515,0.839375,52,Andee_Huke,60
Isa,Fominov,,75,2001-06-21,Physical Therapy Assistant,,Mass Customer,N,Yes,5,80388 Ryan Place,2010,NSW,Australia,9,515,0.839375,22,Isa_Fominov,30
Zabrina,Margram,,87,1964-05-15,,Manufacturing,High Net Worth,N,Yes,11,1092 Kinsman Parkway,4053,QLD,Australia,8,515,0.839375,59,Zabrina_Margram,60
Maddalena,Angood,,79,1999-07-28,,Manufacturing,Affluent Customer,N,No,12,1 Bluejay Court,2320,NSW,Australia,4,515,0.839375,24,Maddalena_Angood,30
Sofie,Worsfold,,87,1954-10-06,Environmental Tech,Retail,Mass Customer,N,Yes,9,7 Maple Wood Plaza,4125,QLD,Australia,6,520,0.8375,69,Sofie_Worsfold,70
Elmira,Vasilyev,,33,1951-10-14,Senior Quality Engineer,Manufacturing,High Net Worth,N,No,12,12 Eastlawn Terrace,2007,NSW,Australia,9,520,0.8375,72,Elmira_Vasilyev,80
Free,Rowland,,42,1956-05-17,,,Mass Customer,N,Yes,12,24929 Spaight Junction,3796,VIC,Australia,8,520,0.8375,67,Free_Rowland,70
Worthington,Cohane,,60,1991-01-23,Chief Design Engineer,Entertainment,High Net Worth,N,No,2,846 Daystar Lane,2000,NSW,Australia,12,520,0.8375,33,Worthington_Cohane,40
Bailey,Bereford,,44,1950-09-30,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,11,36 Golf Course Circle,2444,NSW,Australia,6,524,0.83671875,73,Bailey_Bereford,80
Perry,Whitehurst,,79,1980-05-29,Structural Engineer,Manufacturing,High Net Worth,N,Yes,8,0 Nelson Crossing,3155,VIC,Australia,7,524,0.83671875,43,Perry_Whitehurst,50
Antony,Tuma,,11,1954-03-10,Environmental Tech,Telecommunications,High Net Worth,N,Yes,13,93264 Almo Plaza,3078,VIC,Australia,10,526,0.833,69,Antony_Tuma,70
Corene,Hallgate,,26,1964-11-06,,Financial Services,Mass Customer,N,Yes,14,2109 Shoshone Court,3103,VIC,Australia,12,526,0.833,59,Corene_Hallgate,60
Nico,Chadwick,,97,1953-05-24,Research Assistant IV,Financial Services,Affluent Customer,N,No,13,355 Roxbury Lane,3190,VIC,Australia,8,526,0.833,70,Nico_Chadwick,80
Joline,Skipperbottom,,59,1972-06-27,Desktop Support Technician,,High Net Worth,N,No,9,2 Warrior Crossing,2161,NSW,Australia,9,529,0.83,51,Joline_Skipperbottom,60
Ivy,Farr,,56,1973-07-03,Office Assistant IV,IT,High Net Worth,N,No,19,08470 Kingsford Lane,2120,NSW,Australia,11,530,0.8287500000000001,50,Ivy_Farr,60
Dallas,Lavalde,,18,1998-12-19,Product Engineer,,Mass Customer,N,No,12,16898 Donald Plaza,2323,NSW,Australia,4,530,0.8287500000000001,25,Dallas_Lavalde,30
Amabel,None,,71,1981-09-14,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,9,3128 Mallory Pass,2144,NSW,Australia,6,530,0.8287500000000001,42,Amabel_None,50
Hilario,McCulloch,,61,1986-01-10,Physical Therapy Assistant,Retail,Mass Customer,N,No,8,799 Luster Road,3051,VIC,Australia,8,530,0.8287500000000001,38,Hilario_McCulloch,40
Jim,Haddrell,,55,1955-04-08,Associate Professor,Financial Services,Mass Customer,N,No,9,53 Dryden Trail,2358,NSW,Australia,3,530,0.8287500000000001,68,Jim_Haddrell,70
Jacobo,Mucklow,,62,1952-12-04,Computer Systems Analyst I,Financial Services,High Net Worth,N,Yes,22,5512 Ronald Regan Hill,3122,VIC,Australia,8,530,0.8287500000000001,71,Jacobo_Mucklow,80
Gretel,Paschke,,10,1956-05-29,Editor,Financial Services,Mass Customer,N,Yes,17,72 Melrose Street,4074,QLD,Australia,7,536,0.8250000000000001,67,Gretel_Paschke,70
Jethro,Mertel,,16,1978-12-10,Software Consultant,Argiculture,Mass Customer,N,Yes,15,3460 Dapin Street,2262,NSW,Australia,6,536,0.8250000000000001,45,Jethro_Mertel,50
Dwain,Hatch,,62,1994-11-16,Marketing Assistant,Health,Affluent Customer,N,No,15,5 Hovde Lane,3028,VIC,Australia,8,536,0.8250000000000001,29,Dwain_Hatch,30
Lucretia,D'Agostini,,41,1978-12-14,Database Administrator III,Manufacturing,High Net Worth,N,No,15,4 Gale Center,3185,VIC,Australia,7,536,0.8250000000000001,45,Lucretia_D'Agostini,50
Claude,Bowstead,,37,1997-11-29,Accounting Assistant III,Manufacturing,Mass Customer,N,No,7,5263 Stone Corner Crossing,2217,NSW,Australia,12,536,0.8250000000000001,26,Claude_Bowstead,30
Donn,MacGregor,,80,1965-04-22,Civil Engineer,Manufacturing,High Net Worth,N,No,5,0439 Mandrake Park,2046,NSW,Australia,10,536,0.8250000000000001,58,Donn_MacGregor,60
Laurel,Devennie,,78,1976-09-25,VP Product Management,Manufacturing,Affluent Customer,N,No,13,069 Hoard Pass,4352,QLD,Australia,5,536,0.8250000000000001,47,Laurel_Devennie,50
Elvira,Darthe,,10,1975-04-08,Accounting Assistant I,Financial Services,Affluent Customer,N,No,16,89 Green Ridge Point,2168,NSW,Australia,9,536,0.8250000000000001,48,Elvira_Darthe,50
Angie,Tansley,,68,1950-11-30,VP Sales,Manufacturing,Mass Customer,N,No,8,8 Cardinal Junction,2444,NSW,Australia,7,544,0.8245,73,Angie_Tansley,80
Terrence,Dalligan,,60,1998-02-19,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,2,240 Main Hill,3200,VIC,Australia,6,544,0.8245,25,Terrence_Dalligan,30
Katy,Crooke,,0,1977-06-30,Food Chemist,Health,Mass Customer,N,No,13,67081 Burrows Center,2111,NSW,Australia,12,546,0.8234374999999999,46,Katy_Crooke,50
Sammy,Borsi,,99,1972-04-27,Accountant III,Financial Services,Mass Customer,N,No,5,0 Kipling Way,2289,NSW,Australia,7,546,0.8234374999999999,51,Sammy_Borsi,60
Morganica,Ainsbury,,37,1973-01-06,Senior Editor,Entertainment,High Net Worth,N,Yes,9,1 Raven Way,2151,NSW,Australia,10,546,0.8234374999999999,51,Morganica_Ainsbury,60
Nils,Champion,,69,1984-07-06,Programmer III,Retail,Affluent Customer,N,No,13,261 Holy Cross Park,2750,NSW,Australia,9,549,0.82,39,Nils_Champion,40
Beverlee,Querree,,42,1991-04-21,Marketing Manager,Financial Services,High Net Worth,N,Yes,12,891 Ohio Terrace,2075,NSW,Australia,12,549,0.82,32,Beverlee_Querree,40
Cami,Eitter,,34,1979-01-03,Professor,Manufacturing,High Net Worth,N,Yes,11,1408 Hovde Circle,3081,VIC,Australia,9,551,0.818125,45,Cami_Eitter,50
Reiko,Degenhardt,,83,1976-01-16,Financial Analyst,Financial Services,High Net Worth,N,Yes,5,50897 Northfield Road,4280,QLD,Australia,6,552,0.816,48,Reiko_Degenhardt,50
Cord,Dunsmore,,12,1999-04-21,Internal Auditor,Manufacturing,Mass Customer,N,Yes,13,596 Boyd Park,4301,QLD,Australia,3,552,0.816,24,Cord_Dunsmore,30
Gabey,Kennicott,,55,1958-05-14,Developer I,Financial Services,Affluent Customer,N,No,17,8 Fordem Place,2322,NSW,Australia,6,552,0.816,65,Gabey_Kennicott,70
Jacqui,Devey,,79,1995-10-01,Analyst Programmer,Financial Services,High Net Worth,N,Yes,13,656 Kennedy Crossing,2261,NSW,Australia,8,555,0.8125,28,Jacqui_Devey,30
Byrom,Ramas,,23,1993-11-02,Help Desk Technician,Manufacturing,High Net Worth,N,No,12,2 Jackson Place,2528,NSW,Australia,7,555,0.8125,30,Byrom_Ramas,40
Worthington,Ahmed,,79,1972-03-24,Senior Cost Accountant,Financial Services,High Net Worth,N,No,13,39408 Manufacturers Road,3335,VIC,Australia,3,555,0.8125,51,Worthington_Ahmed,60
Chico,Dye,,46,1994-02-04,Speech Pathologist,Manufacturing,High Net Worth,N,No,13,168 Schlimgen Center,2526,NSW,Australia,9,555,0.8125,30,Chico_Dye,40
Davidde,Cockroft,,70,1947-04-21,Geological Engineer,Manufacturing,High Net Worth,N,No,8,8 Kim Avenue,2158,NSW,Australia,12,555,0.8125,76,Davidde_Cockroft,80
Charlie,Dmych,,60,1950-03-31,Account Coordinator,Manufacturing,High Net Worth,N,No,13,920 Cambridge Way,2263,NSW,Australia,6,555,0.8125,73,Charlie_Dmych,80
Donn,Chaney,,15,1951-01-29,Research Assistant II,,Mass Customer,N,No,13,4 Schlimgen Trail,4701,QLD,Australia,3,561,0.81015625,73,Donn_Chaney,80
Kamila,Parsonage,,80,1954-03-08,,Property,Mass Customer,N,No,5,31 Mccormick Court,4131,QLD,Australia,8,562,0.81,69,Kamila_Parsonage,70
Barth,Sapshed,,4,1994-06-16,Executive Secretary,Financial Services,Mass Customer,N,Yes,13,65 Milwaukee Lane,4520,QLD,Australia,10,563,0.8075,29,Barth_Sapshed,30
Padriac,Collacombe,,67,1967-04-07,Software Consultant,Health,Affluent Customer,N,No,13,76 Mendota Park,2090,NSW,Australia,10,563,0.8075,56,Padriac_Collacombe,60
Olive,Mozzi,,87,1955-07-06,Account Representative IV,Retail,Affluent Customer,N,Yes,20,26667 Rigney Place,2567,NSW,Australia,9,563,0.8075,68,Olive_Mozzi,70
Benedict,Rosas,,73,1955-11-25,Actuary,Financial Services,High Net Worth,N,Yes,15,898 Muir Court,2142,NSW,Australia,6,563,0.8075,68,Benedict_Rosas,70
Virginia,De Antoni,,17,1964-03-14,Executive Secretary,Telecommunications,High Net Worth,N,Yes,12,88093 Pierstorff Plaza,2030,NSW,Australia,10,563,0.8075,59,Virginia_De Antoni,60
Nicolas,O'Donnell,,40,1986-09-25,Internal Auditor,,Mass Customer,N,Yes,14,3319 Anthes Crossing,3177,VIC,Australia,7,568,0.8,37,Nicolas_O'Donnell,40
Oswald,MacCarlich,,81,1991-11-24,Assistant Media Planner,Entertainment,Mass Customer,N,No,14,16 Mosinee Place,4717,QLD,Australia,1,568,0.8,32,Oswald_MacCarlich,40
Ailyn,Howgate,,66,2001-09-27,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,2,197 Northport Plaza,4213,QLD,Australia,7,568,0.8,22,Ailyn_Howgate,30
Karol,Salthouse,,53,1968-07-29,Research Assistant III,Financial Services,Mass Customer,N,Yes,18,10236 Mifflin Avenue,2570,NSW,Australia,8,568,0.8,55,Karol_Salthouse,60
Esdras,Birchett,,81,1950-12-09,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,21,5287 Clarendon Plaza,2258,NSW,Australia,9,568,0.8,73,Esdras_Birchett,80
Wilfrid,Gertray,,1,1942-08-23,Accounting Assistant I,Financial Services,Mass Customer,N,No,16,38407 Sutteridge Circle,2766,NSW,Australia,8,568,0.8,81,Wilfrid_Gertray,90
Charmain,Styles,,49,1965-02-25,Programmer Analyst I,Property,High Net Worth,N,Yes,18,423 Holy Cross Lane,3029,VIC,Australia,7,574,0.7989999999999999,58,Charmain_Styles,60
Kirsteni,Gritskov,,66,1998-05-12,,,Mass Customer,N,No,4,743 Stuart Terrace,2560,NSW,Australia,7,575,0.796875,25,Kirsteni_Gritskov,30
Bobby,Summersby,,90,1943-10-27,Sales Associate,Financial Services,Affluent Customer,N,No,7,1478 Oak Valley Park,3350,VIC,Australia,2,575,0.796875,80,Bobby_Summersby,90
Shepherd,Dutchburn,,33,1976-08-12,Senior Sales Associate,Financial Services,High Net Worth,N,Yes,9,8970 Anhalt Junction,2160,NSW,Australia,9,575,0.796875,47,Shepherd_Dutchburn,50
Berenice,Kaesmakers,,64,1994-10-15,Sales Representative,Retail,Mass Customer,N,No,11,563 Waywood Park,2145,NSW,Australia,9,575,0.796875,29,Berenice_Kaesmakers,30
Jesse,Crosio,,75,1994-04-15,Data Coordiator,,Mass Customer,N,Yes,13,9313 Mayer Street,3133,VIC,Australia,8,575,0.796875,29,Jesse_Crosio,30
Cordi,Thornton,,47,1973-01-04,Structural Engineer,Telecommunications,Mass Customer,N,No,11,2978 Mccormick Center,2028,NSW,Australia,10,575,0.796875,51,Cordi_Thornton,60
Debbie,Tillman,,3,1990-07-06,Account Coordinator,Manufacturing,High Net Worth,N,Yes,13,527 Jay Trail,4551,QLD,Australia,8,582,0.79,33,Debbie_Tillman,40
Judie,Pirkis,,2,1995-07-18,Recruiter,,Affluent Customer,N,Yes,4,6 Loftsgordon Pass,2111,NSW,Australia,11,583,0.7875,28,Judie_Pirkis,30
Flin,Yoskowitz,,9,1995-12-17,Registered Nurse,Health,Mass Customer,N,Yes,11,9940 Manley Drive,2574,NSW,Australia,7,583,0.7875,28,Flin_Yoskowitz,30
Noel,Sturch,,26,1951-10-28,Environmental Specialist,Health,Mass Customer,N,No,10,0736 West Crossing,3585,VIC,Australia,1,583,0.7875,72,Noel_Sturch,80
Letizia,Poore,,27,1938-08-30,Web Developer II,Manufacturing,Affluent Customer,N,No,15,95796 Mcbride Drive,3677,VIC,Australia,3,583,0.7875,85,Letizia_Poore,90
Raynard,None,,32,1996-04-13,Statistician III,Health,Affluent Customer,N,No,14,20187 Loomis Court,4132,QLD,Australia,6,587,0.78625,27,Raynard_None,30
Kiley,Grunder,,95,1994-04-17,Cost Accountant,Financial Services,Affluent Customer,N,Yes,1,17393 Colorado Hill,4006,QLD,Australia,8,587,0.78625,29,Kiley_Grunder,30
Ethelred,Sissel,,83,1974-12-25,Programmer Analyst IV,Health,High Net Worth,N,No,18,65 Rutledge Parkway,2539,NSW,Australia,8,587,0.78625,49,Ethelred_Sissel,50
Dena,Pabst,,39,1987-04-20,Account Executive,Manufacturing,High Net Worth,N,Yes,17,02023 Loeprich Drive,3037,VIC,Australia,7,590,0.7835937499999999,36,Dena_Pabst,40
Wyndham,Woolford,,1,1979-10-22,Engineer IV,Manufacturing,Mass Customer,N,No,10,9107 Pine View Plaza,3977,VIC,Australia,6,591,0.782,44,Wyndham_Woolford,50
Rochette,Haddacks,,44,1996-05-10,Tax Accountant,Retail,Affluent Customer,N,Yes,13,822 Di Loreto Junction,3020,VIC,Australia,8,591,0.782,27,Rochette_Haddacks,30
Jamal,Dudgeon,,83,1965-02-09,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,7,2712 Namekagon Crossing,3029,VIC,Australia,5,591,0.782,59,Jamal_Dudgeon,60
Levin,Coxen,,13,1955-10-22,Accountant I,Property,Mass Customer,N,No,20,32 Hazelcrest Court,2753,NSW,Australia,8,594,0.78125,68,Levin_Coxen,70
Marinna,Kauschke,,21,1973-03-15,Sales Associate,Financial Services,Affluent Customer,N,Yes,8,9 Forster Circle,3174,VIC,Australia,3,595,0.775625,50,Marinna_Kauschke,60
Kyle,Michie,,6,1958-07-19,Nurse Practicioner,,Mass Customer,N,Yes,10,07226 Anzinger Avenue,3032,VIC,Australia,8,595,0.775625,65,Kyle_Michie,70
Lanie,Cobbold,,57,1978-12-31,Senior Sales Associate,,Mass Customer,N,Yes,9,936 Porter Lane,2323,NSW,Australia,5,595,0.775625,45,Lanie_Cobbold,50
Gilbert,O'Fallone,,29,1994-11-07,Assistant Media Planner,Entertainment,High Net Worth,N,No,1,6 Havey Pass,2126,NSW,Australia,11,595,0.775625,29,Gilbert_O'Fallone,30
Esther,McOnie,,59,1939-05-26,Legal Assistant,,Mass Customer,N,No,14,844 Forster Place,2096,NSW,Australia,12,599,0.775,84,Esther_McOnie,90
Chaim,Kingdon,,63,1996-01-21,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,15,42590 Bellgrove Court,2097,NSW,Australia,9,599,0.775,28,Chaim_Kingdon,30
Anson,Dearnaly,,68,1997-06-29,Data Coordiator,Health,Affluent Customer,N,Yes,11,6060 Veith Crossing,2103,NSW,Australia,11,602,0.7735,26,Anson_Dearnaly,30
Caitrin,Critten,,45,1973-01-29,Director of Sales,Manufacturing,Mass Customer,N,Yes,10,25 Lakeland Point,4113,QLD,Australia,7,603,0.7703125,51,Caitrin_Critten,60
Garreth,Minett,,93,1961-05-23,Physical Therapy Assistant,,Affluent Customer,N,Yes,10,21667 Randy Crossing,3163,VIC,Australia,7,604,0.765,62,Garreth_Minett,70
Rozamond,Sommer,,27,1966-09-19,Operator,IT,Affluent Customer,N,Yes,12,608 Dapin Court,3129,VIC,Australia,10,604,0.765,57,Rozamond_Sommer,60
Annabell,Downer,,33,1955-11-25,Budget/Accounting Analyst II,,Affluent Customer,N,No,20,8738 Lukken Terrace,2763,NSW,Australia,9,606,0.7649999999999999,68,Annabell_Downer,70
Maximilian,Geffen,,96,1955-07-13,Automation Specialist III,Manufacturing,Mass Customer,N,Yes,20,8634 Wayridge Pass,2750,NSW,Australia,8,606,0.7649999999999999,68,Maximilian_Geffen,70
Ajay,Worham,,80,1979-09-30,Computer Systems Analyst I,Manufacturing,Mass Customer,N,Yes,12,5 Homewood Road,2800,NSW,Australia,6,606,0.7649999999999999,44,Ajay_Worham,50
Jamison,Cashin,,70,1970-05-19,VP Product Management,Health,Mass Customer,N,Yes,5,7 Dunning Avenue,2477,NSW,Australia,8,609,0.7625,53,Jamison_Cashin,60
Dorian,Emery,,94,1998-08-24,Professor,Manufacturing,Mass Customer,N,Yes,9,67 Beilfuss Plaza,2168,NSW,Australia,8,609,0.7625,25,Dorian_Emery,30
Nicol,Swinford,,65,1976-12-07,VP Marketing,Property,High Net Worth,N,No,16,976 Roxbury Alley,4157,QLD,Australia,7,609,0.7625,47,Nicol_Swinford,50
Agna,Cowpe,,88,1969-03-05,,Property,Mass Customer,N,Yes,7,2 Main Lane,4114,QLD,Australia,3,612,0.7570312499999999,54,Agna_Cowpe,60
Nev,Prosh,,29,1950-05-08,Environmental Tech,Health,Affluent Customer,N,Yes,17,6115 Forest Crossing,2148,NSW,Australia,8,612,0.7570312499999999,73,Nev_Prosh,80
Lucius,Hatchell,,37,1951-03-19,Media Manager II,Retail,Mass Customer,N,Yes,14,432 Ronald Regan Court,3782,VIC,Australia,8,612,0.7570312499999999,72,Lucius_Hatchell,80
Francisca,Pottage,,63,1957-06-10,Software Engineer II,IT,Mass Customer,N,No,8,8600 Forster Lane,2177,NSW,Australia,9,615,0.7565,66,Francisca_Pottage,70
Farlie,Brookz,,62,1963-07-31,Administrative Assistant I,Health,Mass Customer,N,Yes,6,6692 Independence Way,2070,NSW,Australia,12,615,0.7565,60,Farlie_Brookz,70
Mariette,None,,47,1956-07-05,Programmer II,Property,Affluent Customer,N,Yes,17,770 Farmco Point,2049,NSW,Australia,11,617,0.7543749999999999,67,Mariette_None,70
Beverlee,Ungerechts,,49,1973-10-03,Civil Engineer,Manufacturing,Mass Customer,N,No,8,602 Toban Center,4020,QLD,Australia,7,617,0.7543749999999999,50,Beverlee_Ungerechts,60
